name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code
万华化学,化工原料,山东,10.04,27.34,27.34,6642334.00,2516593.25,2773771.50,239293.27,0.88,1.30,9.77,5.33,20010105,1876471.38,6.86,23.57,61.53,43.03,26.07,128697.00,600309
万讯自控,电器仪表,深圳,135.88,1.65,2.86,116792.01,62207.85,19582.59,48048.18,1.68,0.02,3.28,2.63,20100827,18040.05,0.63,11.42,37.18,53.47,4.91,17467.00,300112
亚泰国际,装修装饰,深圳,35.41,0.45,1.80,254497.50,203046.00,2177.96,61710.43,3.43,0.11,7.36,2.07,20160908,46606.00,2.59,21.51,16.35,15.77,4.27,20840.00,002811
朗迪集团,机械基件,浙江,21.06,0.33,1.33,132632.92,84499.43,39574.46,21133.47,1.59,0.23,6.40,3.08,20160421,51698.84,3.90,38.34,-6.53,24.81,8.97,10403.00,603726
海顺新材,广告包装,上海,34.05,0.36,1.01,74510.70,49441.43,8967.37,30572.25,3.03,0.16,6.22,3.43,20160204,23432.86,2.32,36.03,6.34,33.58,14.40,10001.00,300501
太平鸟,服饰,浙江,30.31,1.99,4.81,576181.69,434112.41,38645.40,145071.19,3.02,0.28,7.19,4.67,20170109,147054.91,3.06,14.49,131.88,55.20,7.66,13047.00,603877
扬帆新材,化工原料,浙江,38.09,0.64,1.23,66200.20,45765.60,16321.17,33350.55,2.71,0.22,4.81,6.87,20170412,14559.87,1.18,29.00,152.74,43.72,22.92,9852.00,300637
恒大高新,化工原料,江西,77.21,1.82,3.07,147399.19,56966.71,17034.10,85154.11,2.78,0.02,4.05,1.77,20110621,11335.42,0.37,180.71,155.43,57.86,11.62,16756.00,002591
建艺集团,装修装饰,深圳,23.78,0.38,0.81,388248.06,293031.34,4967.85,61053.11,7.52,0.36,14.74,2.33,20160311,44509.55,5.48,-14.05,4.49,12.61,4.73,13558.00,002789
温州宏丰,电气设备,浙江,41.52,2.07,4.14,140388.23,68962.61,33286.87,1705.43,0.04,0.03,1.40,3.57,20120110,12302.91,0.30,33.71,188.80,12.43,4.92,11244.00,300283
厦门国贸,商贸代理,福建,6.23,18.16,18.16,8692713.00,7567646.50,160452.97,302825.28,1.67,0.20,6.54,1.10,19961003,643553.44,3.54,33.71,23.20,4.42,1.52,137758.00,600755
东方国信,软件服务,北京,109.22,8.11,10.50,505088.56,287052.63,21341.01,210651.25,2.01,0.03,4.22,3.56,20110125,126269.47,1.20,2.63,-26.13,46.30,15.64,39915.00,300166
大亚圣象,家居用品,江苏,36.26,5.29,5.55,623423.19,422048.66,103798.47,29085.13,0.52,0.10,6.42,2.34,19990630,269833.16,4.86,11.07,41.32,34.03,4.11,14750.00,000910
*ST天马,机械基件,浙江,0.00,11.84,11.88,876957.63,410240.97,84452.40,102883.18,0.87,-0.02,3.93,0.43,20070328,192119.34,1.62,-32.60,-242.04,6.98,-5.78,60688.00,002122
万和电气,家用电器,广东,15.28,4.85,5.72,678810.63,384199.03,110754.00,124905.40,2.18,0.26,5.53,2.83,20110128,132805.02,2.32,49.59,16.10,26.69,6.74,12271.00,002543
南都电源,电气设备,浙江,19.01,5.94,8.75,1231273.25,779073.38,216213.47,392078.91,4.48,0.15,7.11,1.65,20100421,131653.63,1.50,0.40,104.73,13.53,7.16,38446.00,300068
合兴包装,广告包装,福建,36.55,10.39,11.70,495792.19,347437.66,87859.56,41995.30,0.36,0.04,1.98,3.10,20080508,68080.59,0.58,76.10,60.58,11.75,2.43,37286.00,002228
博闻科技,水泥,云南,203.52,2.36,2.36,71090.40,39128.35,1313.35,1169.37,0.05,0.01,2.81,2.39,19951208,27207.02,1.15,119.56,-94.94,-2.25,15.95,14775.00,600883
圣阳股份,电气设备,山东,139.46,2.98,3.54,199927.50,139065.56,42368.53,53754.13,1.52,0.01,3.31,1.86,20110506,27261.44,0.77,13.38,-38.89,14.82,1.07,36062.00,002580
时代万恒,商贸代理,辽宁,0.00,1.93,2.94,272795.22,160990.81,29709.77,109530.22,3.72,-0.05,4.82,1.63,20001128,436.80,0.01,16.78,-81.55,17.50,-5.57,16271.00,600241
老白干酒,白酒,河北,46.30,4.90,6.66,328757.16,229804.41,52422.28,68505.50,1.03,0.11,2.68,7.75,20021029,56940.57,0.85,6.14,80.97,61.90,10.14,31340.00,600559
新纶科技,化工原料,深圳,72.65,6.17,11.51,659524.75,313371.09,131231.34,233027.97,2.03,0.05,3.35,3.87,20100122,49499.48,0.43,48.11,125.13,29.40,10.08,19141.00,002341
阿石创,元器件,福建,131.70,0.35,1.41,57038.38,37240.40,14090.62,23252.49,1.65,0.10,2.99,16.78,20170926,10060.50,0.71,0.00,0.00,28.80,25.07,25560.00,300706
华阳集团,汽车配件,广东,377.88,0.73,4.73,459447.34,343573.81,80554.81,87557.61,1.85,0.01,7.39,2.52,20171013,205031.13,4.33,-22.06,-91.52,19.26,0.75,42316.00,002906
通富微电,半导体,江苏,89.22,9.72,11.54,1241925.25,443676.06,572635.25,374403.72,3.25,0.03,5.12,2.21,20070816,91820.77,0.80,13.47,1.66,17.78,2.23,82918.00,002156
苏交科,建筑施工,江苏,22.71,5.26,8.10,1043201.50,653737.69,93645.36,141073.17,1.74,0.09,4.62,1.72,20120110,164184.92,2.03,10.94,25.51,26.14,6.17,26212.00,300284
锐科激光,元器件,湖北,61.56,0.32,1.28,92597.42,73525.68,0.00,0.00,0.00,0.88,6.20,34.96,20180625,0.00,0.00,0.00,0.00,0.00,35.12,62859.00,300747
天喻信息,元器件,湖北,82.31,4.25,4.30,191435.75,139466.88,19195.39,41236.75,0.96,0.02,2.87,2.79,20110421,21676.75,0.50,-12.53,56.76,18.65,2.32,32655.00,300205
光线传媒,影视音像,北京,3.58,27.52,29.34,1367237.63,671433.50,3626.06,248303.84,0.85,0.68,3.55,2.74,20110803,439350.16,1.50,-34.25,976.95,37.76,497.27,71424.00,300251
思维列控,软件服务,河南,29.26,0.65,1.60,280444.69,228520.47,17179.52,134548.41,8.41,0.36,16.27,2.57,20151224,100119.96,6.26,43.70,36.97,56.90,35.99,23184.00,603508
晶盛机电,专用机械,浙江,35.36,11.98,12.84,607862.44,444950.41,64232.81,154334.25,1.20,0.11,2.89,5.16,20120511,106091.97,0.83,53.25,122.85,39.37,23.95,27523.00,300316
亚振家居,家居用品,江苏,0.00,0.63,2.19,101945.63,68442.30,12128.96,37824.03,1.73,-0.04,4.00,2.87,20161215,25290.82,1.16,-15.29,-220.80,55.02,-10.64,16403.00,603389
物产中大,商贸代理,浙江,6.70,13.38,43.07,9634891.00,6157669.50,637391.69,401652.09,0.93,0.18,4.30,1.20,19960606,763414.88,1.77,-6.79,111.23,3.25,1.53,81978.00,600704
云天化,农药化肥,云南,33.34,11.22,13.21,6588968.00,3422675.25,2261141.50,513202.69,3.88,0.04,2.81,1.84,19970709,-312505.06,-2.36,-37.37,70.38,17.16,0.51,49671.00,600096
辉隆股份,其他商业,安徽,18.86,7.01,7.18,790835.19,593032.31,56538.76,79312.82,1.11,0.07,3.23,1.60,20110302,72414.24,1.01,16.18,18.50,5.21,1.49,52332.00,002556
泰瑞机器,专用机械,浙江,39.48,0.66,2.65,132174.77,108646.45,15396.50,37586.90,1.42,0.08,3.42,3.54,20171031,29383.74,1.11,0.00,0.00,29.85,11.39,26033.00,603289
亚邦股份,染料涂料,江苏,13.17,5.76,5.76,505973.94,201544.66,218336.52,43837.03,0.76,0.20,5.28,1.97,20140909,179007.00,3.11,-22.69,-38.49,46.06,17.52,34506.00,603188
高新兴,通信设备,广东,29.56,8.86,17.69,746606.81,387704.53,13050.80,313349.28,1.77,0.07,2.93,2.75,20100728,106343.36,0.60,200.54,70.16,37.33,15.06,44242.00,300098
雷曼股份,元器件,深圳,795.71,2.19,3.50,130910.47,65603.86,17523.61,63208.98,1.81,0.00,3.11,2.04,20110113,9217.45,0.26,9.09,-91.96,21.43,0.46,26452.00,300162
金洲慈航,批发业,黑龙江,18.42,12.13,21.24,3764198.75,1917377.25,5586.68,474906.31,2.24,0.05,4.48,0.77,19960425,260784.47,1.23,54.17,-7.75,4.28,2.31,43082.00,000587
博云新材,矿物制品,湖南,92.37,3.97,4.71,220721.41,107495.05,43033.48,114522.20,2.43,0.02,3.23,1.97,20090929,-11403.87,-0.24,16.23,326.46,29.38,5.71,53473.00,002297
克来机电,专用机械,上海,79.22,0.52,1.35,91443.67,57137.15,12911.70,18635.67,1.38,0.11,3.36,10.35,20170314,14852.74,1.10,76.74,18.95,34.71,15.62,7302.00,603960
智度股份,互联网,河南,14.63,3.19,9.66,734712.06,437033.34,1129.92,350194.59,3.63,0.21,5.38,2.26,19961224,77332.36,0.80,77.22,63.79,15.62,9.52,36319.00,000676
浙江众成,塑料,浙江,126.01,8.51,9.06,296582.41,131120.81,126592.60,64048.20,0.71,0.01,2.01,3.18,20101210,20045.25,0.22,53.49,-39.91,21.18,5.08,39000.00,002522
苏州固锝,半导体,江苏,121.31,7.26,7.28,194149.27,129799.61,50186.20,30917.72,0.42,0.01,2.13,3.00,20061116,42258.93,0.58,39.57,-49.02,17.49,2.07,70542.00,002079
中粮糖业,食品,新疆,11.24,20.52,20.52,1918354.38,1290941.38,415972.72,415448.72,2.02,0.17,3.62,2.09,19960731,96507.43,0.47,31.38,82.71,14.87,8.98,149618.00,600737
中际旭创,电气设备,山东,47.13,2.15,4.74,760880.44,399048.59,120411.20,357776.16,7.55,0.31,8.81,6.67,20120410,40005.40,0.84,9502.74,3472.49,24.29,10.57,6118.00,300308
香山股份,电器仪表,广东,122.47,0.40,1.11,132543.95,88218.38,18572.90,47046.48,4.23,0.05,7.35,3.05,20170515,19195.67,1.73,-6.96,-75.05,29.38,2.85,16113.00,002870
嘉化能源,化工原料,浙江,11.15,14.66,14.85,860120.38,324277.97,385699.53,292793.22,1.97,0.20,4.52,1.95,20030627,201916.63,1.36,3.82,23.47,31.44,21.47,37910.00,600273
中顺洁柔,造纸,广东,32.76,12.58,12.88,508837.41,226390.13,244801.91,113445.11,0.88,0.08,2.44,4.11,20101125,126015.38,0.98,18.65,30.93,38.84,8.05,19898.00,002511
奥 特 迅,电气设备,深圳,0.00,2.20,2.21,104209.11,64021.61,13332.12,31328.23,1.42,-0.04,3.61,3.62,20080506,20064.25,0.91,-9.89,-31.66,34.51,-24.45,34058.00,002227
普丽盛,轻工机械,上海,158.28,0.72,1.00,167709.16,98356.63,38411.35,52063.42,5.21,0.03,9.78,1.70,20150424,33572.15,3.36,48.74,24.92,23.93,1.38,9868.00,300442
轻纺城,商品城,浙江,14.10,14.66,14.66,859241.81,68969.31,20056.90,150655.81,1.03,0.06,3.46,1.03,19970228,145509.02,0.99,1.14,-0.54,63.82,40.17,41628.00,600790
北京君正,半导体,北京,423.86,1.20,2.01,116618.13,85881.02,3562.23,76003.81,3.79,0.01,5.62,4.46,20110531,16858.42,0.84,7.78,44.68,39.08,7.57,26262.00,300223
北方国际,建筑施工,北京,22.97,6.29,7.70,1143964.38,929463.19,44721.84,117025.70,1.52,0.09,4.83,1.73,19980605,191417.88,2.49,-7.97,0.24,18.81,3.31,35545.00,000065
石化机械,化工机械,湖北,0.00,5.98,5.98,689491.13,535604.31,126685.88,98809.59,1.65,-0.14,2.80,2.56,19981126,-10033.63,-0.17,-5.60,21.30,16.49,-15.51,49818.00,000852
麦迪电气,电气设备,福建,57.50,3.69,5.10,131495.75,80272.45,22740.78,8181.58,0.16,0.02,2.14,2.52,20120726,44392.60,0.87,-0.45,-40.72,39.26,7.25,17169.00,300341
宏达新材,橡胶,江苏,87.90,4.32,4.32,125763.95,98795.22,16040.20,103788.30,2.40,0.01,1.85,2.93,20080201,-69876.71,-1.62,21.52,-36.59,9.76,2.64,50433.00,002211
奥飞数据,电信运营,广东,108.11,0.16,0.65,62394.53,38542.76,9125.03,32018.86,4.91,0.15,7.99,7.20,20180119,12631.24,1.94,0.00,0.00,24.86,9.57,16347.00,300738
优博讯,软件服务,深圳,40.63,1.22,2.80,88321.95,70034.25,3580.98,2743.65,0.10,0.09,2.22,6.81,20160809,30134.94,1.08,57.46,72.91,44.36,21.32,19569.00,300531
沧州大化,农药化肥,河北,6.44,4.12,4.12,438531.56,196288.47,213965.27,64217.56,1.56,0.97,7.64,3.26,20000406,201556.25,4.89,9.20,-6.38,60.19,34.01,44886.00,600230
华正新材,元器件,浙江,46.94,0.74,1.31,195714.97,124957.72,30172.13,20493.73,1.57,0.09,4.82,3.41,20170103,28105.18,2.15,-4.83,-72.05,19.05,3.09,11711.00,603186
普洛药业,化学制药,浙江,34.70,11.47,11.79,584457.25,309394.19,204545.30,43398.59,0.37,0.06,2.64,2.99,19970509,140722.98,1.19,9.24,38.33,30.70,4.64,55788.00,000739
大冷股份,机械基件,辽宁,30.58,5.99,8.55,543087.69,210246.30,88232.50,75728.00,0.89,0.03,3.99,0.92,19931208,77599.11,0.91,2.09,-26.83,17.72,4.97,41552.00,000530
同达创业,综合类,上海,122.89,1.39,1.39,54848.42,48811.45,1855.60,68.08,0.00,0.03,2.42,6.07,19930504,16577.30,1.19,6.07,-66.52,66.22,28.07,11830.00,600647
泰嘉股份,钢加工,湖南,33.45,0.84,1.42,70984.20,42356.12,19866.88,20014.26,1.41,0.11,4.44,3.31,20170120,26366.63,1.86,24.89,45.61,40.58,16.79,17498.00,002843
中信建投,证券,北京,18.91,4.00,76.46,21675672.00,0.00,48695.05,708451.56,0.93,0.13,5.50,1.78,20180620,1601057.75,2.09,0.00,0.00,0.00,36.00,363387.00,601066
开山股份,机械基件,浙江,116.36,8.19,8.58,635221.38,290051.19,78215.40,150566.11,1.75,0.03,3.90,3.76,20110819,90554.86,1.06,17.44,50.60,26.45,4.57,11874.00,300257
中孚信息,软件服务,山东,0.00,0.64,1.32,49288.14,42550.10,3956.75,25115.65,1.90,-0.07,3.04,6.86,20170526,6661.52,0.50,16.61,-564.82,66.89,-21.74,12251.00,300659
绝味食品,食品,湖南,29.27,1.64,4.10,322610.19,154710.45,83547.56,76670.93,1.87,0.37,6.62,6.49,20170317,146117.80,3.56,10.11,31.26,34.42,15.61,10919.00,603517
纽威股份,专用机械,江苏,49.30,7.50,7.50,456987.31,363683.91,66554.21,80273.71,1.07,0.06,3.46,3.21,20140117,82808.52,1.10,14.06,-18.92,29.80,7.09,15870.00,603699
三角轮胎,汽车配件,山东,27.43,2.80,8.00,1444152.25,935526.13,412547.53,412397.31,5.15,0.12,10.14,1.34,20160909,234975.63,2.94,-16.40,-36.93,20.19,5.48,75824.00,601163
东方钽业,小金属,宁夏,0.00,4.41,4.41,200953.81,96687.90,85163.40,119767.26,2.72,-0.07,2.44,2.53,20000120,-81274.80,-1.84,0.35,44.85,6.63,-12.10,41494.00,000962
浙江仙通,汽车配件,浙江,21.61,0.91,2.71,122950.97,86869.61,24005.47,30109.50,1.11,0.14,3.81,3.24,20161230,40219.10,1.49,-1.20,-36.45,41.40,20.32,14985.00,603239
景峰医药,化学制药,湖南,63.07,7.67,8.80,460260.94,232081.72,69886.52,72717.95,0.83,0.02,2.73,1.59,19990203,114953.82,1.31,8.39,-54.40,70.42,3.95,26458.00,000908
创新医疗,医疗保健,浙江,31.09,2.03,4.55,470937.56,240541.91,91916.96,276064.59,6.07,0.10,8.13,1.45,20070925,44143.17,0.97,23.63,79.06,43.60,18.53,13288.00,002173
金证股份,软件服务,深圳,0.00,8.35,8.53,437319.56,290641.09,6629.10,22212.22,0.26,-0.03,2.04,5.18,20031224,53923.51,0.63,28.15,3.37,19.08,-2.32,84486.00,600446
精锻科技,汽车配件,江苏,20.97,3.75,4.05,244763.70,84700.63,116294.50,35061.70,0.87,0.16,4.28,3.20,20110826,88472.50,2.18,21.72,16.00,40.27,20.46,11000.00,300258
丝路视觉,软件服务,深圳,0.00,0.62,1.15,61358.36,49740.93,3891.05,22849.85,1.99,-0.17,3.41,6.58,20161104,7868.77,0.69,34.37,18.87,24.01,-22.40,19587.00,300556
凯乐科技,通信设备,湖北,16.73,6.28,7.09,1959177.63,1675873.88,85864.88,211148.47,2.98,0.43,7.06,4.06,20000706,180530.22,2.55,12.22,292.61,14.55,8.16,27456.00,600260
升达林业,家居用品,四川,0.00,7.24,7.52,300779.84,186161.69,79456.11,71885.80,0.96,-0.01,2.20,1.42,20080716,15449.74,0.21,-31.36,-24.12,15.89,-5.82,32454.00,002259
太阳电缆,电气设备,福建,68.26,5.42,5.43,336837.63,171897.77,118685.25,34779.30,0.64,0.02,2.47,2.53,20091021,24790.89,0.46,34.36,5.29,6.59,1.28,57688.00,002300
西安饮食,酒店餐饮,陕西,0.00,4.36,4.99,105594.02,44109.03,30901.36,5551.46,0.11,-0.02,1.31,2.86,19970430,4856.70,0.10,0.12,6.69,31.05,-6.67,58819.00,000721
晨光生物,食品,河北,18.81,3.75,5.14,289966.66,204120.30,59612.95,80883.71,1.57,0.09,3.24,2.13,20101105,47853.85,0.93,5.81,35.64,17.60,7.37,9666.00,300138
博瑞传播,广告包装,四川,98.20,7.32,10.93,415383.06,104583.31,30912.69,81681.11,0.75,0.01,3.34,1.13,19951115,138001.23,1.26,-10.19,173.15,23.73,6.21,66776.00,600880
凤凰光学,元器件,江西,0.00,2.37,2.37,93178.28,56752.75,30354.95,10350.88,0.44,-0.01,1.77,6.36,19970528,1003.75,0.04,5.81,55.18,13.06,-1.30,10757.00,600071
第一医药,医药商业,上海,51.78,2.23,2.23,111226.86,69125.00,7933.32,6518.93,0.29,0.05,3.10,3.45,19940224,18804.21,0.84,-27.79,-17.92,18.93,3.67,26449.00,600833
星光农机,农用机械,浙江,0.00,2.60,2.60,142320.77,73271.53,34107.87,54234.17,2.09,-0.07,4.11,3.06,20150427,22156.34,0.85,-70.32,-198.19,2.93,-29.73,24101.00,603789
弘宇股份,农用机械,山东,64.64,0.17,0.67,63457.15,44899.19,14729.87,20516.05,3.08,0.11,7.69,3.77,20170802,21083.60,3.16,0.00,0.00,19.63,10.23,9000.00,002890
恒顺众昇,电气设备,山东,17.70,5.79,7.66,429970.66,324473.22,15563.17,21028.17,0.27,0.12,2.57,3.43,20110426,100725.68,1.32,-2.58,-20.16,39.41,24.51,32380.00,300208
美晨生态,建筑施工,山东,21.36,11.67,14.53,821592.75,634285.25,31496.44,93851.50,0.65,0.09,2.29,3.30,20110629,152561.56,1.05,21.11,66.70,35.96,18.70,11068.00,300237
东方电热,电器仪表,江苏,36.85,8.92,12.73,304897.56,200555.45,53459.90,4186.35,0.03,0.02,1.49,1.70,20110518,51893.51,0.41,38.41,90.81,17.15,4.43,39872.00,300217
超华科技,元器件,广东,67.05,8.00,9.32,284853.00,126953.27,72157.31,54885.13,0.59,0.02,1.85,2.40,20090903,22711.67,0.24,5.39,38.13,16.21,5.15,64331.00,002288
世纪鼎利,软件服务,广东,67.17,3.65,5.61,346388.78,133466.45,10309.82,174408.00,3.11,0.02,5.00,1.14,20100120,52409.56,0.93,18.51,-62.10,39.97,5.97,30268.00,300050
江苏有线,影视音像,江苏,36.43,38.85,38.85,3205412.00,855552.38,1749821.38,646043.13,1.66,0.04,3.47,1.47,20150428,248733.91,0.64,-0.96,-33.98,28.45,7.34,141345.00,600959
浙江世宝,汽车配件,浙江,0.00,4.50,7.90,209792.45,122933.26,59959.28,18525.00,0.23,-0.01,1.86,2.74,20121102,35922.65,0.45,0.29,-130.90,14.50,-1.95,42987.00,002703
澳柯玛,家用电器,山东,24.53,7.32,7.77,483953.75,317628.31,58275.01,113403.86,1.46,0.04,2.35,1.63,20001229,-16193.98,-0.21,24.30,-4.29,21.47,2.34,37834.00,600336
宝信软件,软件服务,上海,39.94,6.10,8.77,880767.81,683532.13,94681.82,142795.30,1.63,0.19,5.85,4.59,19940311,221039.67,2.52,7.05,78.14,32.03,14.55,39263.00,600845
杭州银行,银行,浙江,6.50,20.81,51.30,84276448.00,0.00,134043.50,1033263.88,2.01,0.30,10.46,0.74,20161027,1609400.75,3.14,28.47,16.17,0.00,36.41,87997.00,600926
天广中茂,专用机械,福建,29.57,16.45,24.92,870773.81,591169.88,85949.53,122469.40,0.49,0.02,2.05,1.25,20101123,131845.38,0.53,6.49,0.28,33.69,13.23,17407.00,002509
智光电气,电气设备,广东,65.84,6.59,7.88,418243.13,256960.17,95405.84,153894.38,1.95,0.02,3.54,1.27,20070919,42718.25,0.54,88.75,27.80,19.12,2.96,41846.00,002169
电魂网络,互联网,浙江,50.26,0.67,2.43,188655.06,133256.41,27596.90,83082.92,3.42,0.10,6.81,2.83,20161026,43015.37,1.77,-15.83,-60.09,83.58,23.21,26995.00,603258
佐力药业,中成药,浙江,87.64,4.67,6.09,213074.80,86643.30,59673.73,41197.68,0.68,0.01,2.24,2.30,20110222,28768.30,0.47,-15.78,-13.79,64.04,5.28,48447.00,300181
氯碱化工,化工原料,上海,14.29,7.50,11.56,474875.59,157940.52,176236.22,167427.09,1.45,0.15,2.67,3.14,19921113,23613.39,0.20,4.87,190.24,14.45,10.56,85057.00,600618
华讯方舟,通信设备,河北,98.16,5.29,7.66,450293.59,285739.16,24206.96,89492.86,1.17,0.02,1.95,4.64,19970221,-11045.91,-0.14,33.45,46.15,36.70,4.69,65376.00,000687
红墙股份,化工原料,广东,43.48,0.60,1.25,131495.02,117542.72,8326.69,50016.80,4.00,0.11,7.79,2.50,20160823,40490.67,3.24,35.67,-20.68,24.51,8.37,20648.00,002809
双箭股份,橡胶,浙江,39.17,2.32,4.29,208575.59,150776.88,34058.93,66308.18,1.55,0.04,3.99,1.63,20100402,52228.10,1.22,9.45,87.37,20.33,5.84,32252.00,002381
安井食品,食品,福建,43.70,1.23,2.16,346264.00,195075.20,116147.07,59512.80,2.75,0.25,8.09,5.43,20170222,88139.15,4.08,18.93,20.53,26.95,5.67,13000.00,603345
北化股份,化工原料,四川,0.00,4.14,5.49,345590.09,159218.86,92120.75,93953.36,1.71,-0.01,4.10,2.08,20080605,69346.25,1.26,-15.39,-121.36,18.41,-0.91,54747.00,002246
天龙股份,塑料,浙江,35.12,0.35,1.40,102739.11,73436.07,21579.95,33819.05,2.42,0.11,5.87,2.58,20170110,35524.55,2.54,-4.74,-27.83,25.86,7.29,8677.00,603266
金桥信息,软件服务,上海,2335.95,1.77,1.79,90342.65,68062.02,6255.93,15033.17,0.84,0.00,2.90,5.45,20150528,18423.13,1.03,1.21,108.09,33.52,0.35,19411.00,603918
钢研高纳,小金属,北京,51.13,4.21,4.22,175327.70,117261.13,42860.30,34743.51,0.82,0.05,3.25,3.04,20091225,51926.65,1.23,5.27,5.67,24.64,12.60,27331.00,300034
实达集团,电脑设备,福建,0.00,3.55,6.24,840366.13,590714.06,21819.70,209117.17,3.35,-0.05,4.56,1.45,19960808,11150.55,0.18,-13.89,-1950.34,7.03,-2.70,40863.00,600734
中百集团,超市连锁,湖北,68.34,6.81,6.81,840596.88,357435.72,354806.63,108055.47,1.59,0.03,4.43,1.64,19970519,88282.97,1.30,1.21,-83.12,21.26,0.42,31643.00,000759
敦煌种业,种植业,甘肃,0.00,4.48,5.28,214503.09,137859.86,50356.00,89895.68,1.70,-0.08,1.66,3.20,20040115,-58261.30,-1.10,-5.43,-115.12,14.83,-48.30,69318.00,600354
音飞储存,仓储物流,江苏,59.68,1.38,3.02,117683.97,96634.81,9921.38,19621.06,0.65,0.04,2.92,3.19,20150611,34402.26,1.14,12.58,2.15,31.72,11.60,20727.00,603066
深圳华强,批发业,深圳,27.64,6.67,7.21,848619.00,467964.34,30299.55,97174.15,1.35,0.19,5.95,3.48,19970130,237803.75,3.30,69.61,72.17,16.30,6.34,36430.00,000062
神宇股份,通信设备,江苏,39.14,0.32,0.80,61109.71,32092.40,22915.80,15894.55,1.99,0.17,5.77,4.75,20161114,20028.82,2.50,9.65,0.34,26.74,16.52,10935.00,300563
香溢融通,多元金融,浙江,36.67,4.54,4.54,307847.09,95128.10,10085.37,52450.71,1.15,0.04,4.66,1.15,19940224,102571.47,2.26,-27.75,4.21,15.38,8.18,38027.00,600830
长盈精密,元器件,深圳,96.21,9.05,9.10,1006960.38,543213.50,328118.44,127722.63,1.40,0.03,4.92,2.60,20100902,211487.16,2.32,-12.63,-84.90,23.23,1.84,52836.00,300115
电连技术,元器件,深圳,29.89,0.54,2.16,343421.16,292941.59,28000.22,225825.50,10.45,0.30,14.69,2.43,20170731,73393.90,3.40,0.00,0.00,42.85,23.54,24099.00,300679
亿纬锂能,元器件,广东,48.72,8.19,8.55,831766.44,347673.31,209485.59,106720.22,1.25,0.09,3.74,4.52,20091030,114088.97,1.33,20.02,38.07,29.66,10.85,77941.00,300014
九牧王,服饰,福建,10.58,5.75,5.75,623503.06,275572.53,42325.09,257579.72,4.48,0.34,9.20,1.55,20110530,107533.86,1.87,12.47,21.37,58.23,25.86,18514.00,601566
乾景园林,建筑施工,北京,259.73,2.26,5.00,172806.88,161861.38,581.68,2432.06,0.05,0.01,2.04,2.65,20151231,44973.62,0.90,-24.71,-62.83,23.74,5.45,41190.00,603778
捷顺科技,软件服务,深圳,0.00,3.67,6.67,254833.00,196513.22,10534.90,111116.07,1.67,-0.04,3.47,2.35,20110815,50282.90,0.75,-34.17,-382.85,16.32,-37.13,30442.00,002609
银河生物,生物制药,广西,0.00,6.98,11.00,331438.47,207182.31,31651.47,109371.67,0.99,-0.02,1.89,2.15,19980416,-22253.96,-0.20,-21.34,-55.41,26.14,-10.89,118115.00,000806
日盈电子,汽车配件,江苏,61.87,0.46,0.88,55421.36,28591.89,20579.85,19227.05,2.18,0.08,4.89,4.18,20170627,12770.92,1.45,7.30,1.32,30.38,10.31,13151.00,603286
精华制药,中成药,江苏,21.31,7.63,8.36,336828.66,132099.38,65846.68,91232.00,1.09,0.07,2.79,2.20,20100203,53499.32,0.64,7.54,88.08,51.37,18.42,32223.00,002349
中京电子,元器件,广东,47.24,3.52,3.78,205118.38,113717.56,65612.72,42384.98,1.12,0.05,2.69,3.55,20110506,23246.01,0.61,22.46,361.32,21.87,6.33,25931.00,002579
