name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code
上海建工,建筑施工,上海,12.41,84.87,89.04,19058984.00,15217755.00,747953.31,231225.95,0.26,0.06,2.73,1.09,19980623,1085259.75,1.22,16.44,5.72,11.55,1.71,209136.00,600170
天创时尚,服饰,广东,12.72,1.27,4.31,270409.38,145559.27,29525.80,111002.52,2.57,0.17,4.83,1.83,20160218,50243.30,1.16,27.64,125.55,56.48,15.97,24672.00,603608
梅雁吉祥,水力发电,广东,755.92,18.98,18.98,239440.34,26207.81,143202.61,41031.15,0.22,0.00,1.21,2.43,19940912,-6389.35,-0.03,-13.92,-79.17,26.48,4.71,368723.00,600868
合众思壮,通信设备,北京,60.99,4.77,7.43,870236.19,544305.13,42170.15,244313.95,3.29,0.07,5.05,3.50,20100402,59202.71,0.80,214.22,962.14,25.58,6.12,28964.00,002383
中信银行,银行,北京,5.91,319.05,489.35,562470528.00,0.00,2089600.00,5897700.00,1.21,0.25,7.60,0.77,20070427,16578499.00,3.39,4.92,6.82,0.00,30.69,180451.00,601998
锦江投资,公共交通,上海,18.46,3.91,5.52,447081.09,111208.47,101223.93,34449.19,0.62,0.14,6.11,1.68,19930607,138566.80,2.51,0.87,3.85,20.49,13.84,80102.00,600650
雪人股份,专用机械,福建,493.88,5.16,6.74,352674.59,146643.09,85523.07,133500.56,1.98,0.00,3.32,1.77,20111205,15461.62,0.23,26.17,52.48,27.53,0.88,41586.00,002639
粤电力Ａ,火力发电,广东,1002.85,25.54,52.50,7085202.50,1174500.38,4031102.00,500425.06,0.95,0.00,4.51,0.97,19931126,571903.69,1.09,4.64,104.98,7.44,0.10,99743.00,000539
新华制药,化学制药,山东,18.12,3.07,4.78,542225.44,214566.84,211457.55,72845.03,1.52,0.14,5.26,1.95,19970806,90591.90,1.89,9.42,31.12,28.56,4.77,29832.00,000756
天原集团,化工原料,四川,24.59,6.72,6.72,1432149.88,422350.31,575635.13,185366.23,2.76,0.07,6.25,1.17,20100409,140729.77,2.10,35.17,326.90,9.41,1.67,52666.00,002386
青松股份,化工原料,福建,20.77,3.11,3.86,104592.60,64615.01,32107.86,8241.61,0.21,0.16,2.04,6.41,20101026,28734.34,0.74,64.68,429.73,38.08,23.95,14709.00,300132
海王生物,生物制药,深圳,18.90,18.57,26.47,3363186.75,2740802.00,74592.85,230853.72,0.87,0.06,2.14,2.04,19981218,72462.60,0.27,119.71,66.13,11.30,1.66,133843.00,000078
三盛教育,文教休闲,北京,56.09,2.23,2.50,254602.20,84770.61,8243.41,201531.52,8.08,0.07,9.55,1.67,20111229,10949.96,0.44,-68.32,-11.94,39.90,14.36,6800.00,300282
山东金泰,黄金,山东,0.00,1.43,1.48,16076.61,14563.17,56.83,29904.44,2.02,-0.01,0.38,26.94,20010723,-41059.51,-2.77,70.83,9.44,93.36,-182.78,13244.00,600385
能科股份,软件服务,北京,93.40,0.50,1.14,82077.21,67893.32,4244.50,28338.05,2.50,0.05,5.90,3.19,20161021,24245.90,2.14,644.12,162.80,45.48,8.79,13229.00,603859
欧比特,半导体,广东,89.66,4.94,7.02,381593.28,226226.77,17480.97,202420.69,2.88,0.03,4.49,2.58,20100211,39336.90,0.56,29.62,4.32,38.26,12.93,46000.00,300053
艾艾精工,化工原料,上海,102.59,0.30,0.93,43106.44,33121.21,8072.87,14630.82,1.57,0.04,4.06,4.26,20170525,15019.77,1.61,14.97,-24.80,44.87,9.89,9068.00,603580
海泰发展,园区开发,天津,83.43,6.33,6.46,355782.00,345815.03,413.23,41259.05,0.64,0.01,2.63,1.64,19970620,53442.33,0.83,-73.31,152.13,64.20,23.92,39101.00,600082
海汽集团,公路,海南,43.34,1.74,3.16,190929.22,69422.40,69523.65,37640.39,1.19,0.05,3.44,2.50,20160712,33918.89,1.07,-3.41,-1.65,22.16,5.02,20956.00,603069
步长制药,中成药,山东,36.65,3.28,6.82,1862748.75,688297.06,175545.27,384439.25,5.64,0.30,19.58,2.26,20161118,848301.13,12.44,0.09,-7.26,80.26,8.48,67173.00,603858
兴业股份,化工原料,江苏,24.71,0.63,2.02,140759.05,105216.55,23152.14,54826.28,2.72,0.17,5.81,2.95,20161212,36084.59,1.79,64.51,86.93,21.49,9.37,17789.00,603928
北京银行,银行,北京,5.18,182.48,211.43,239295200.00,0.00,1196300.00,4388500.00,2.08,0.27,7.74,0.73,20070919,5789600.00,2.74,0.81,6.24,0.00,42.18,176812.00,601169
泰山石油,石油贸易,山东,3240.72,3.63,4.81,119710.40,21879.15,49171.01,18721.27,0.39,0.00,1.91,2.97,19931215,13774.20,0.29,2.65,41.27,8.80,0.03,55595.00,000554
航天信息,电脑设备,北京,117.32,18.47,18.63,1977391.75,1571028.13,95680.28,38938.00,0.21,0.05,5.33,4.79,20030711,690560.81,3.71,-0.29,-74.42,19.69,1.85,73732.00,600271
电工合金,铜,江苏,46.58,0.52,2.08,108370.02,92343.57,11348.82,36459.09,1.75,0.08,3.44,4.52,20170907,19329.76,0.93,0.00,0.00,11.22,5.14,21832.00,300697
东易日盛,装修装饰,北京,0.00,0.76,2.63,343175.81,189477.72,57038.05,69572.06,2.65,-0.24,4.80,4.13,20140219,22962.00,0.87,34.35,-5.70,32.27,-8.66,11899.00,002713
杰恩设计,装修装饰,深圳,39.12,0.56,1.05,44065.01,33981.07,8372.05,20433.65,1.94,0.16,3.81,6.68,20170619,14809.85,1.41,27.42,65.39,52.90,27.50,9980.00,300668
众泰汽车,汽车配件,安徽,25.55,10.90,20.38,3228681.00,1732531.63,299354.16,1326577.75,6.51,0.07,8.31,0.85,20000616,161384.91,0.79,917.68,351.37,18.03,2.59,60000.00,000980
天保基建,区域地产,天津,4.99,11.10,11.10,1001950.13,847531.63,10359.82,193274.45,1.74,0.21,4.83,0.87,20000406,228135.16,2.06,101.27,32.94,57.61,24.70,56219.00,000965
空港股份,园区开发,北京,85.33,3.00,3.00,289849.50,155875.44,7034.24,63739.06,2.12,0.02,4.69,1.50,20040318,39212.71,1.31,43.53,-22.27,17.09,2.54,19436.00,600463
青青稞酒,白酒,青海,16.35,4.50,4.50,279405.91,141744.30,99622.93,85672.71,1.90,0.19,5.32,2.37,20111222,95174.40,2.11,5.04,-14.93,67.61,18.26,21756.00,002646
中路股份,文教休闲,上海,427.69,2.38,3.21,98282.06,23536.71,8732.13,3352.31,0.10,0.01,1.95,6.47,19940128,16911.56,0.53,-8.94,-90.88,16.10,2.16,36804.00,600818
宝通科技,互联网,江苏,25.86,2.57,3.97,319459.88,132583.22,25878.20,122383.50,3.08,0.14,5.82,2.40,20091225,66878.57,1.69,17.16,46.99,53.42,12.39,13124.00,300031
奥士康,半导体,湖南,33.52,0.36,1.44,283229.56,193542.36,84341.45,136023.17,9.44,0.31,13.94,3.01,20171201,45444.40,3.15,0.00,0.00,23.88,9.59,28763.00,002913
五洲新春,机械基件,浙江,33.03,1.13,2.63,175197.31,99290.99,52347.64,56807.51,2.16,0.09,4.67,2.39,20161025,41852.93,1.59,10.21,6.57,20.75,7.51,18905.00,603667
黄山胶囊,化学制药,安徽,45.40,0.42,0.87,76261.10,49983.30,20017.35,29768.86,3.43,0.12,7.81,2.86,20161025,25901.50,2.99,-1.81,-18.66,33.95,14.16,15460.00,002817
国中水务,水务,黑龙江,0.00,14.56,16.54,551171.50,228424.59,73692.56,206331.25,1.25,-0.00,2.12,1.32,19981111,-24782.53,-0.15,1.12,54.42,31.47,-2.41,153887.00,600187
河钢股份,普钢,河北,19.86,106.17,106.19,19225246.00,5445887.00,10959733.00,2320581.50,2.19,0.04,4.35,0.64,19970416,1004927.19,0.95,-11.60,-42.57,11.53,1.49,415144.00,000709
汇顶科技,元器件,深圳,402.83,2.30,4.57,431751.81,385610.22,16309.67,128492.02,2.81,0.04,7.75,8.81,20161017,199552.06,4.37,-21.90,-88.96,41.60,3.39,27720.00,603160
家家悦,超市连锁,山东,22.78,1.57,4.68,751064.13,487887.56,170888.02,137866.19,2.95,0.26,5.71,4.14,20161213,70570.61,1.51,7.54,31.71,21.54,3.73,19006.00,603708
迪贝电气,机械基件,浙江,51.83,0.33,1.00,75087.65,56791.05,14271.27,21822.02,2.18,0.10,6.03,3.46,20170502,26511.11,2.65,5.40,-33.17,15.01,6.40,11474.00,603320
贵航股份,汽车配件,贵州,73.37,4.04,4.04,355140.22,240382.02,64307.80,93600.21,2.32,0.03,5.58,1.49,20011227,80786.43,2.00,-26.62,-65.25,21.61,1.70,24420.00,600523
华森制药,化学制药,重庆,103.28,0.40,4.00,91110.00,57518.53,13260.32,10684.98,0.27,0.07,1.87,16.23,20171020,21406.32,0.54,0.00,0.00,67.05,17.86,38504.00,002907
阳煤化工,农药化肥,山西,30.13,17.56,17.57,4234851.50,1715312.75,2018920.75,297271.38,1.69,0.02,2.20,1.25,19931119,-93413.22,-0.53,6.58,85.95,11.33,0.78,53867.00,600691
创新股份,广告包装,云南,112.65,1.26,2.73,203767.02,144505.17,49147.26,104770.28,3.84,0.09,5.60,7.13,20160914,31912.11,1.17,0.08,7.64,23.57,10.02,6935.00,002812
凯文教育,文教休闲,江苏,0.00,3.10,4.99,308272.81,24548.65,137917.88,166924.84,3.35,-0.06,4.36,3.16,20120309,-2061.55,-0.04,-54.46,-2637.71,-43.64,-74.35,12336.00,002659
三房巷,纺织,江苏,62.11,7.97,7.97,180742.80,149760.09,27573.30,5900.81,0.07,0.01,1.60,1.71,20030306,31171.61,0.39,11.01,-42.06,10.26,3.26,31395.00,600370
德展健康,化学制药,新疆,25.90,10.81,22.41,540323.56,469920.69,44339.48,70704.11,0.32,0.08,2.11,3.90,19980519,304682.81,1.36,125.04,9.23,92.28,22.59,21701.00,000813
S佳通,汽车配件,黑龙江,94.52,1.70,3.40,323398.38,218389.27,98326.15,119.85,0.00,0.07,2.60,9.46,19990507,42107.05,1.24,-5.95,-21.08,16.20,2.67,33112.00,600182
润禾材料,化工原料,浙江,95.43,0.32,1.27,61307.51,43502.90,12654.45,24988.60,1.97,0.08,3.75,8.38,20171127,10420.49,0.82,0.00,0.00,23.98,7.81,13279.00,300727
鸿达兴业,化工原料,江苏,10.49,20.82,25.85,1443140.50,536553.31,741779.50,106314.57,0.41,0.10,2.34,1.75,20040625,218231.70,0.84,-5.53,-17.15,34.97,17.83,52666.00,002002
三木集团,综合类,福建,55.35,4.65,4.66,715740.88,452491.34,44198.82,0.00,0.00,0.03,2.75,1.98,19961121,17165.21,0.37,92.35,280.52,12.93,0.79,29435.00,000632
上海梅林,食品,上海,9.58,9.38,9.38,1126601.63,740798.00,223501.34,191528.38,2.04,0.18,3.94,1.73,19970704,84176.71,0.90,-0.79,-9.87,13.56,2.66,69142.00,600073
拓斯达,专用机械,广东,49.91,0.57,1.30,118308.57,88163.03,13660.20,36956.67,2.83,0.26,6.12,8.42,20170209,26400.10,2.02,30.14,58.18,40.03,18.85,8437.00,300607
冀中能源,煤炭开采,河北,12.52,29.07,35.34,4524773.00,1750607.25,1416824.00,415692.88,1.18,0.08,5.59,0.73,19990909,999649.13,2.83,5.46,0.81,26.61,5.36,109497.00,000937
盛弘股份,电气设备,深圳,74.19,0.34,1.37,76543.68,73494.97,1177.39,35242.64,2.58,0.09,4.37,6.20,20170822,13938.24,1.02,-15.02,-36.84,45.30,11.12,20986.00,300693
万 科Ａ,全国地产,深圳,70.87,97.15,110.39,122426480.00,106631528.00,886790.19,830205.69,0.75,0.08,12.34,1.86,19910129,8066347.00,7.31,65.83,28.68,34.17,2.90,248332.00,000002
江西铜业,铜,江西,16.76,20.75,34.63,9414652.00,6052269.00,1888642.75,1168963.88,3.38,0.22,13.95,1.06,20020111,1812488.75,5.23,13.27,41.52,3.19,1.51,147246.00,600362
创意信息,软件服务,四川,54.98,2.59,5.26,364967.84,206132.84,8723.12,191059.00,3.64,0.04,5.67,1.66,20140127,49936.53,0.95,39.09,-19.82,30.61,9.38,19318.00,300366
一汽富维,汽车配件,吉林,11.92,5.08,5.08,890007.38,475816.19,136500.11,44509.82,0.88,0.23,9.21,1.17,19960826,312540.16,6.16,-0.19,-23.47,7.86,3.83,26039.00,600742
富春环保,火力发电,浙江,25.70,7.30,8.94,521225.56,104820.43,291900.88,102723.52,1.15,0.06,3.70,1.45,20100921,96693.88,1.08,-17.20,-42.21,18.41,7.13,48783.00,002479
松芝股份,汽车配件,上海,21.50,6.17,6.32,612074.31,423294.81,96023.56,97745.24,1.55,0.06,5.00,1.07,20100720,161053.41,2.55,-6.45,-46.95,26.31,4.26,20646.00,002454
四川双马,水泥,四川,31.24,7.63,7.63,407182.91,149937.81,156605.52,177958.00,2.33,0.13,3.95,4.06,19990824,41103.53,0.54,-5.82,2536.27,38.56,19.34,75553.00,000935
丰元股份,化工原料,山东,83.42,0.53,0.97,73953.67,36957.00,21354.82,15812.97,1.63,0.07,5.96,4.04,20160707,28363.02,2.93,1.78,-13.77,18.28,9.74,17858.00,002805
厦工股份,工程机械,福建,62.87,9.59,9.59,638269.88,463523.31,66597.71,205653.67,2.14,0.02,0.59,6.82,19940128,-272630.91,-2.84,-4.64,-24.86,15.96,1.60,46156.00,600815
青岛海尔,家用电器,山东,14.31,60.97,60.97,15452950.00,9149540.00,1558893.25,82759.85,0.14,0.33,5.56,3.35,19931119,2469768.75,4.05,13.01,14.02,28.62,4.64,202628.00,600690
梅泰诺,通信设备,北京,29.27,4.10,11.72,1225616.38,449925.94,64338.45,871966.38,7.44,0.10,8.51,1.40,20100108,92303.36,0.79,275.51,1726.10,28.37,14.69,35513.00,300038
光华科技,化工原料,广东,55.47,3.21,3.74,171887.00,91272.40,25156.67,31307.36,0.84,0.07,3.04,5.25,20150216,41023.90,1.10,37.53,205.84,23.36,7.52,29958.00,002741
德邦股份,仓储物流,上海,63.49,1.00,9.60,725457.44,472932.06,153337.02,31549.02,0.33,0.11,3.74,7.07,20180116,209397.63,2.18,0.00,0.00,13.71,2.12,46165.00,603056
易世达,电气设备,辽宁,80.65,1.73,1.77,137012.34,68943.30,38706.80,81265.05,4.59,0.05,4.41,3.88,20101013,-17507.10,-0.99,105.42,175.60,23.90,24.62,4245.00,300125
宏达股份,铅锌,四川,121.75,20.32,20.32,963100.38,345795.47,315834.06,308635.34,1.52,0.01,2.43,1.08,20011220,-34949.80,-0.17,4.38,-76.98,23.87,1.15,80407.00,600331
双星新材,塑料,江苏,23.42,8.52,11.56,919978.63,494808.41,245429.91,518554.56,4.48,0.06,6.45,0.82,20110602,97911.24,0.85,24.54,50.26,17.44,8.65,31729.00,002585
华升股份,纺织,湖南,0.00,4.02,4.02,107174.92,66257.43,12681.05,14794.94,0.37,-0.03,1.52,2.59,19980527,4028.59,0.10,36.96,27.83,0.80,-4.63,23656.00,600156
宁波高发,汽车配件,浙江,17.47,1.96,2.30,231362.16,202810.95,15344.87,122676.90,5.33,0.36,8.38,2.98,20150120,47439.17,2.06,28.54,35.88,33.78,21.36,7947.00,603788
海欣食品,食品,福建,51.22,2.96,4.81,101871.05,60052.81,30162.73,10344.37,0.22,0.03,1.63,3.23,20121011,16724.00,0.35,42.94,408.99,34.62,4.68,59562.00,002702
畅联股份,仓储物流,上海,30.07,0.92,3.69,186549.23,119592.47,27984.35,90418.13,2.45,0.14,4.33,3.94,20170913,26148.03,0.71,0.00,0.00,30.52,16.80,34900.00,603648
日月股份,工程机械,浙江,37.72,0.99,4.01,376703.63,280001.75,74848.82,86832.63,2.17,0.12,7.02,2.61,20161228,143691.00,3.58,35.53,-13.11,20.43,10.85,19907.00,603218
南纺股份,商贸代理,江苏,0.00,2.59,2.59,174591.13,63074.76,5168.28,20905.15,0.81,-0.17,1.70,3.86,20010306,-14114.65,-0.55,40.96,3.86,3.65,-22.05,11957.00,600250
水晶光电,元器件,浙江,48.21,7.99,8.63,511692.06,249406.09,136061.38,151845.75,1.76,0.07,4.10,3.20,20080919,109321.02,1.27,-18.72,-9.17,26.14,15.86,50000.00,002273
瑞斯康达,通信设备,北京,38.43,2.20,4.21,348214.00,292869.88,28883.80,68428.11,1.63,0.09,5.94,2.20,20170420,124480.21,2.96,-5.51,-39.82,49.37,7.92,21734.00,603803
东诚药业,化学制药,山东,46.68,5.78,7.75,535741.25,217371.66,64317.15,146063.06,1.88,0.06,4.17,2.51,20120525,66440.17,0.86,26.33,38.93,50.75,10.86,27681.00,002675
大名城,区域地产,上海,86.09,22.77,24.75,5747361.50,4714890.00,41108.05,585401.63,2.36,0.01,4.81,1.09,19970703,327237.94,1.32,64.19,-86.52,38.63,2.62,62332.00,600094
四方精创,软件服务,深圳,67.45,1.85,1.95,117162.67,72683.47,1821.99,69307.56,3.56,0.07,4.96,3.69,20150527,28548.99,1.47,8.70,5.04,44.18,12.66,16756.00,300468
世荣兆业,区域地产,广东,6.50,6.87,8.09,696919.00,629715.00,17061.51,13558.25,0.17,0.50,3.57,3.66,20040708,171758.05,2.12,610.73,4073.76,61.61,43.44,35755.00,002016
国药股份,医药商业,北京,20.56,2.78,7.67,2052224.25,1860160.38,57559.28,233648.20,3.05,0.33,11.00,2.48,20021127,488745.25,6.37,4.20,9.16,8.45,2.79,22937.00,600511
华联股份,百货,北京,301.43,24.82,27.37,1390672.50,378342.25,6213.68,465406.19,1.70,0.00,2.84,0.92,19980616,17199.09,0.06,36.30,-42.08,45.03,1.89,139398.00,000882
泰晶科技,元器件,湖北,52.98,0.59,1.59,118687.77,55337.80,52602.30,22053.13,1.39,0.08,4.03,4.19,20160928,24326.57,1.53,52.99,-17.80,29.57,9.00,10488.00,603738
浙江东方,商贸代理,浙江,12.40,6.65,8.74,1919350.25,858494.88,10183.73,213343.41,2.44,0.26,11.67,1.11,19971201,421247.09,4.82,73.84,-6.20,1.18,13.47,42702.00,600120
马应龙,中成药,湖北,26.47,4.30,4.31,279307.63,213249.75,33357.51,13288.61,0.31,0.16,5.24,3.20,20040517,140173.98,3.25,28.69,-21.20,47.24,13.76,45475.00,600993
广汇物流,仓储物流,四川,12.23,5.04,12.54,968980.50,384516.91,4315.33,106747.05,0.85,0.08,4.81,0.80,19920113,328569.53,2.62,127.11,64.06,60.52,33.34,26286.00,600603
亚太科技,铝,江苏,19.85,7.05,12.71,512482.81,358961.69,108029.22,194833.11,1.53,0.07,3.73,1.38,20110118,139296.20,1.10,9.26,16.73,19.50,9.82,69070.00,002540
新 希 望,饲料,四川,11.26,41.77,42.16,4500116.00,1258223.38,805798.13,242549.59,0.58,0.14,5.10,1.27,19980311,1308444.88,3.10,1.32,-5.51,8.51,4.08,93000.00,000876
广汽集团,汽车整车,广东,6.75,60.60,102.14,11848309.00,5961388.50,1245270.13,2489816.00,2.44,0.38,7.18,1.43,20120329,3760804.00,3.68,13.69,1.34,24.52,20.21,32451.00,601238
陆家嘴,园区开发,上海,18.86,24.45,33.62,7936259.00,3538856.00,130145.30,3889.81,0.01,0.20,4.44,3.46,19930628,931857.19,2.77,-49.09,52.39,54.81,52.88,111573.00,600663
益佰制药,中成药,贵州,17.53,7.92,7.92,744222.44,270430.91,156507.42,76804.50,0.97,0.13,5.53,1.62,20040323,253958.05,3.21,3.53,0.52,74.82,10.51,70287.00,600594
福耀玻璃,汽车配件,福建,28.50,20.03,25.09,3340436.25,1644236.25,1156539.88,622413.31,2.48,0.22,7.72,3.31,19930610,912219.69,3.64,13.11,-18.80,41.92,11.85,97378.00,600660
华润三九,中成药,深圳,16.28,9.78,9.79,1657289.50,722120.06,321874.03,118075.85,1.21,0.43,10.48,2.68,20000309,757732.13,7.74,37.59,12.87,67.12,12.51,26610.00,000999
秋林集团,百货,黑龙江,24.44,3.84,6.18,559853.50,477506.09,18413.63,150007.92,2.43,0.05,4.96,1.03,19960325,85445.65,1.38,122.67,-41.51,3.72,1.11,35658.00,600891
康强电子,半导体,浙江,47.33,2.83,2.89,165013.50,88834.25,58513.17,24444.63,0.85,0.06,2.62,4.38,20070302,26091.24,0.90,27.95,28.87,21.33,5.13,15622.00,002119
宝塔实业,机械基件,宁夏,116.64,7.45,7.64,199641.75,103012.40,47414.45,47458.01,0.62,0.01,0.92,4.17,19960419,-50540.82,-0.66,-22.69,21.57,20.69,6.53,48523.00,000595
中钢国际,建筑施工,吉林,17.43,7.43,12.57,1290574.13,1070968.88,25834.13,201154.63,1.60,0.07,3.70,1.38,19990312,135420.48,1.08,-11.51,-9.66,17.61,6.73,52037.00,000928
佛慈制药,中成药,甘肃,58.42,5.11,5.11,231939.25,102524.55,14873.44,32801.31,0.64,0.04,2.71,3.76,20111222,47073.15,0.92,41.42,64.02,30.15,15.56,37663.00,002644
宜华健康,医疗保健,广东,29.60,5.26,6.27,760974.88,278065.81,75024.36,74972.18,1.20,0.16,3.79,5.01,20000807,108372.65,1.73,41.07,112.75,42.28,17.65,13511.00,000150
金禾实业,化工原料,安徽,10.39,5.60,5.64,563330.63,393412.78,128596.47,50544.64,0.90,0.52,6.03,3.56,20110707,186196.95,3.30,2.76,45.18,34.98,25.64,40213.00,002597
云南白药,中成药,云南,34.17,10.41,10.41,2860624.75,2598850.00,171868.27,124721.57,1.20,0.77,18.09,5.85,19931215,1561477.00,14.99,7.26,11.18,30.46,12.72,43385.00,000538
中颖电子,半导体,上海,41.59,2.28,2.31,98612.30,92576.90,2744.04,35239.37,1.53,0.15,3.53,7.06,20120613,22399.55,0.97,24.14,30.27,41.98,17.75,28000.00,300327
阳泉煤业,煤炭开采,山西,7.48,24.05,24.05,4179532.50,1267016.13,1810217.38,0.00,0.00,0.21,6.52,0.96,20030821,960835.31,4.00,5.91,17.92,18.09,6.23,105537.00,600348
九典制药,化学制药,湖南,114.19,0.59,2.35,79379.35,50301.12,20965.30,39612.62,1.69,0.06,2.87,8.68,20171010,13988.97,0.60,0.00,0.00,56.69,7.59,20749.00,300705
奇精机械,机械基件,浙江,42.63,0.55,1.96,145033.69,96149.15,29003.98,54205.23,2.76,0.10,4.64,3.48,20170206,25350.50,1.29,3.30,0.83,19.67,6.37,6010.00,603677
汉王科技,电脑设备,北京,114.19,1.78,2.17,104103.53,70149.67,18930.20,103024.75,4.75,0.04,3.92,5.08,20100303,-40112.28,-1.85,8.97,5.02,47.62,6.88,60616.00,002362
正邦科技,饲料,江西,33.76,21.41,23.31,1682849.63,565660.13,663669.31,193600.48,0.83,0.03,2.74,1.36,20070817,207354.34,0.89,7.29,-47.84,9.54,1.30,81289.00,002157
南兴装备,家居用品,广东,37.28,0.97,1.31,118056.32,71564.81,39627.96,39010.84,2.97,0.24,8.13,3.67,20150527,39435.90,3.01,56.49,51.50,28.04,12.05,10003.00,002757
中国联通,电信运营,北京,29.61,211.97,310.28,57464960.00,9364516.00,34987024.00,7863074.50,2.53,0.04,4.42,1.12,20021009,3148841.75,1.01,8.59,374.75,26.45,1.74,760614.00,600050
朗科科技,电脑设备,深圳,55.74,1.12,1.34,95440.65,70850.36,4661.87,60245.71,4.51,0.11,6.89,3.61,20100108,16590.23,1.24,1.20,0.07,12.77,7.18,5379.00,300042
信邦制药,中成药,贵州,41.99,11.38,16.67,1176413.88,615679.38,210234.59,389060.53,2.33,0.04,3.82,1.94,20100416,103841.28,0.62,11.66,40.53,21.81,4.87,69000.00,002390
皮阿诺,家居用品,广东,62.73,0.53,1.55,128135.27,95899.56,16178.76,48790.20,3.14,0.08,5.95,3.53,20170310,24832.82,1.60,73.85,58.55,32.39,7.10,23956.00,002853
中科三环,元器件,北京,62.42,10.65,10.65,609933.38,446014.41,89637.17,43190.93,0.41,0.04,4.08,2.43,20000420,260948.70,2.45,18.82,-41.96,21.33,4.46,111684.00,000970
*ST圣莱,家用电器,浙江,0.00,1.60,1.60,36177.59,16773.50,10706.92,22315.42,1.39,-0.05,1.72,3.58,20100910,-11920.19,-0.75,-17.27,-46.61,5.99,-48.17,7687.00,002473
九洲药业,化学制药,浙江,28.87,7.98,8.06,337905.00,159603.91,139765.80,129141.38,1.60,0.06,3.39,2.18,20141010,87933.86,1.09,20.51,22.25,35.74,10.85,28908.00,603456
道恩股份,塑料,山东,46.54,0.75,2.52,106807.50,70132.50,17384.63,32624.60,1.29,0.10,3.44,5.36,20170106,37753.78,1.50,22.90,12.82,19.94,10.12,5024.00,002838
博通股份,软件服务,陕西,0.00,0.62,0.62,64381.45,14286.34,42856.28,14566.34,2.33,-0.01,2.05,10.16,20040329,-8714.17,-1.40,5.12,88.83,51.22,-0.72,4235.00,600455
穗恒运Ａ,火力发电,广东,109.85,6.85,6.85,974700.00,270496.16,297507.31,89725.56,1.31,0.01,5.71,0.86,19940106,199392.63,2.91,-6.85,-91.18,14.68,1.12,32087.00,000531
富临运业,公路,四川,17.27,3.13,3.13,273325.00,29549.18,70029.61,18715.51,0.60,0.11,3.58,2.05,20100210,49576.90,1.58,-14.53,-24.34,24.53,13.13,22000.00,002357
博世科,环境保护,广西,19.78,2.64,3.56,438910.94,182039.34,26817.26,46505.71,1.31,0.17,3.43,3.92,20150217,38885.35,1.09,140.82,270.82,30.49,11.66,22873.00,300422
顶点软件,软件服务,福建,336.13,0.57,1.20,113952.86,102392.11,3832.78,46781.68,3.89,0.03,7.84,4.37,20170522,38381.46,3.19,5.52,131.64,81.31,10.54,8928.00,603383
云煤能源,焦炭加工,云南,143.88,9.90,9.90,529643.06,187595.67,206341.97,227214.59,2.30,0.01,2.95,1.24,19970123,-47772.01,-0.48,54.91,702.16,8.91,0.52,41072.00,600792
日发精机,机床制造,浙江,51.91,5.30,5.54,266599.56,204795.23,40416.14,97096.15,1.75,0.04,3.19,2.30,20101210,17488.22,0.32,11.40,34.90,29.73,7.40,29404.00,002520
凤凰股份,区域地产,江苏,0.00,9.10,9.36,761797.13,686622.00,2386.70,147961.44,1.58,-0.05,3.43,1.07,19960702,65534.68,0.70,78.75,-330.81,6.49,-13.90,39575.00,600716
恒银金融,电脑设备,天津,44.21,0.77,3.08,220325.47,197233.31,16157.80,98290.57,3.19,0.10,5.24,3.48,20170920,31988.85,1.04,0.00,0.00,31.97,9.56,31510.00,603106
蓝英装备,专用机械,辽宁,71.14,2.70,2.70,240394.25,147314.45,27396.39,19833.95,0.73,0.03,2.75,3.54,20120308,19454.50,0.72,579.79,149.82,29.09,2.50,18859.00,300293
皖天然气,供气供热,安徽,21.31,1.67,3.36,314390.31,82308.88,185983.23,99220.02,2.95,0.13,5.71,1.91,20170110,51951.51,1.55,8.70,12.97,10.77,5.34,27888.00,603689
鸣志电器,电气设备,上海,66.87,1.76,4.16,227576.17,159325.45,17966.15,83079.72,2.00,0.05,4.11,3.54,20170509,52123.18,1.25,0.34,-3.56,34.35,6.00,19694.00,603728
昊华能源,煤炭开采,北京,6.74,12.00,12.00,2082186.75,379229.38,569001.38,327218.22,2.73,0.23,6.47,0.94,20100331,211355.55,1.76,-8.86,-13.22,52.25,18.65,54317.00,601101
辽宁成大,商贸代理,辽宁,37.99,15.30,15.30,3717544.75,771216.00,314043.44,640730.75,4.19,0.10,13.18,1.10,19960819,1115694.50,7.29,28.92,-78.95,10.69,3.46,72494.00,600739
贵研铂业,小金属,云南,46.26,3.39,3.39,583017.75,463666.56,81140.15,116742.17,3.44,0.06,5.77,1.88,20030516,45337.23,1.34,0.01,-29.36,3.23,0.52,36498.00,600459
中昌数据,软件服务,广东,121.45,3.03,4.57,311388.38,135313.81,108.01,209994.45,4.60,0.03,4.37,3.03,20001207,-59343.83,-1.30,0.34,-48.26,11.07,2.49,21465.00,600242
久立特材,特种钢,浙江,26.27,8.21,8.42,499135.75,310141.06,158462.00,67017.32,0.80,0.06,3.26,1.85,20091211,109490.60,1.30,36.60,98.34,23.11,5.40,55545.00,002318
